date,province,region,ratio_tourist_stay,no_tourist_stay,no_tourist_all,no_tourist_thai,no_tourist_foreign,revenue_all,revenue_thai,revenue_foreign
2020-03-01,Chaiyaphum ,east_northeast,0.1206,12328,23996,23447,549,30530000,29420000,1110000
2020-03-01,Nakhon Phanom ,east_northeast,0.16269999999999998,12044,26771,25910,861,52010000,50960000,1050000
2020-03-01,Nakhon Ratchasima ,east_northeast,0.2034,133757,210672,205743,4929,468690000,445910000,22780000
2020-03-01,Buriram ,east_northeast,0.09699999999999999,15274,25658,25370,288,44810000,44420000,390000
2020-03-01,Maha Sarakham ,east_northeast,0.09880000000000001,6528,11152,10968,184,16980000,16740000,240000
2020-03-01,Mukdahan ,east_northeast,0.1475,16479,50071,48153,1918,78640000,74430000,4210000
2020-03-01,Roi Et ,east_northeast,0.1432,8418,16642,16497,145,20910000,20600000,310000
2020-03-01,Loei ,east_northeast,0.08539999999999999,14048,23005,22868,137,45450000,44980000,470000
2020-03-01,Sisaket ,south,0.1552,9395,41154,40968,186,54690000,54220000,470000
2020-03-01,Surin ,east_northeast,0.1384,19765,26589,26196,393,61210000,59990000,1220000
2020-03-01,Nong Khai ,east_northeast,0.1092,16697,33311,26849,6462,67250000,58510000,8740000
2020-03-01,Bueng Kan ,east_northeast,0.1316,7461,13305,13279,26,24850000,24790000,60000
2020-03-01,Udon Thani ,east_northeast,0.1208,25455,40606,37282,3324,106620000,91130000,15490000
2020-03-01,Ubon Ratchathani ,east_northeast,0.1616,30248,66228,63244,2984,180290000,167030000,13260000
2020-03-01,Sakon Nakhon ,east_northeast,0.1344,14135,25648,25622,26,47130000,47060000,70000
2020-03-01,Yasothon ,east_northeast,0.10039999999999999,2712,9698,9682,16,11580000,11550000,30000
2020-03-01,Amnat Charoen ,east_northeast,0.0942,1295,3199,3117,82,4750000,4570000,180000
2020-03-01,Nong Bua Lamphu ,east_northeast,0.059800000000000006,1445,3693,3688,5,3960000,3950000,10000
2020-04-01,Bangkok,central,0.0828,252452,252452,109420,143032,8147070000,434060000,7713010000
2020-04-01,Lopburi ,central,0.0009,40,40,40,0,70000,70000,0
2020-04-01,Phra Nakhon Si Ayutthaya ,central,0.0002,18,18,14,4,70000,20000,50000
2020-04-01,Saraburi ,central,0.0126,416,416,416,0,500000,500000,0
2020-04-01,Chainat ,central,0.0,0,0,0,0,0,0,0
2020-04-01,Nakhon Pathom ,central,0.0134,637,637,637,0,450000,450000,0
2020-04-01,Sing Buri ,central,0.0064,81,81,81,0,70000,70000,0
2020-04-01,Ang Thong ,central,0.0,0,0,0,0,0,0,0
2020-04-01,Nonthaburi ,central,0.0,0,0,0,0,0,0,0
2020-04-01,Pathum Thani ,central,0.0024,163,163,163,0,120000,120000,0
2020-04-01,Samut Prakan ,central,0.0,0,0,0,0,0,0,0
2020-04-01,Samut Sakhon ,central,0.0113,289,289,289,0,410000,410000,0
2020-04-01,Chachoengsao ,east,0.0,0,0,0,0,0,0,0
2020-04-01,Ratchaburi ,central,0.0233,1726,1726,1726,0,2430000,2430000,0
2020-04-01,Kanchanaburi ,central,0.0,0,0,0,0,0,0,0
2020-04-01,Samut Songkhram ,central,0.0001,8,8,0,8,230000,0,230000
2020-04-01,Suphan Buri ,central,0.0,0,0,0,0,0,0,0
2020-04-01,Phetchaburi ,central,0.0,109,109,0,109,3090000,0,3090000
2020-04-01,Prachuap Khiri Khan ,central,0.0,419,419,0,419,11870000,0,11870000
2020-04-01,Chonburi ,east,0.0154,10275,10275,0,10275,573500000,0,573500000
2020-04-01,Chanthaburi ,east,0.0,0,0,0,0,0,0,0
2020-04-01,Trat ,east,0.0025,592,592,0,592,32800000,0,32800000
2020-04-01,Nakhon Nayok ,east,0.0,0,0,0,0,0,0,0
2020-04-01,Prachinburi ,east,0.0002,20,20,0,20,1110000,0,1110000
2020-04-01,Rayong ,east,0.0,0,0,0,0,0,0,0
2020-04-01,Sa Kaeo ,east,0.0,0,0,0,0,0,0,0
2020-04-01,Phuket ,south,0.0034999999999999996,4281,4281,0,4281,277920000,0,277920000
2020-04-01,Phatthalung ,south,0.0024,154,154,154,0,220000,220000,0
2020-04-01,Trang ,south,0.0004,252,252,0,252,16360000,0,16360000
2020-04-01,Ranong ,south,0.0013,316,316,300,16,1310000,270000,1040000
2020-04-01,Chumphon ,south,0.0006,74,74,74,0,170000,170000,0
2020-04-01,Pattani ,south,0.001,35,35,0,35,2270000,0,2270000
2020-04-01,Yala ,south,0.001,56,56,0,56,3640000,0,3640000
2020-04-01,Nakhon Si Thammarat ,south,0.0005,152,152,152,0,220000,220000,0
2020-04-01,Narathiwat ,south,0.0003,25,25,0,25,1620000,0,1620000
2020-04-01,Krabi ,south,0.0009,391,391,0,391,25380000,0,25380000
2020-04-01,Songkhla ,south,0.001,528,528,0,528,39520000,5240000,34280000
2020-04-01,Phang Nga ,south,0.013999999999999999,1479,1479,0,1479,96020000,0,96020000
2020-04-01,Surat Thani ,south,0.02,10741,10741,563,10178,660750000,0,660750000
2020-04-01,Satun ,south,0.001,84,84,0,84,5450000,0,5450000
2020-04-01,Kamphaeng Phet ,north,0.0197,589,589,556,33,1920000,1040000,880000
2020-04-01,Chiang Rai ,north,0.011399999999999999,2113,2113,1311,802,28460000,7160000,21300000
2020-04-01,Chiang Mai ,north,0.0078000000000000005,3523,3523,2707,816,41140000,19460000,21680000
2020-04-01,Phichit ,north,0.0207,17,17,0,17,980000,530000,450000
2020-04-01,Nakhon Sawan ,north,0.032400000000000005,1893,1893,1870,23,3900000,3290000,610000
2020-04-01,Tak ,north,0.0294,2156,2156,2156,0,6750000,6750000,0
2020-04-01,Phitsanulok ,north,0.0212,2084,2084,1981,103,6580000,3840000,2740000
2020-04-01,Phayao ,north,0.0086,10,10,0,10,520000,250000,270000
2020-04-01,Phetchabun ,north,0.0052,6,6,0,6,1800000,1640000,160000
2020-04-01,Phrae ,north,0.0137,328,328,328,0,360000,360000,0
2020-04-01,Lampang ,north,0.047599999999999996,1493,1493,1493,0,3780000,3780000,0
2020-04-01,Lamphun ,north,0.0208,408,408,408,0,340000,340000,0
2020-04-01,Mae Hong Son ,north,0.014199999999999999,1162,1162,974,188,8140000,3150000,4990000
2020-04-01,Uttaradit ,north,0.0248,873,873,856,17,2340000,1890000,450000
2020-04-01,Uthai Thani ,north,0.0026,0,0,0,0,80000,80000,0
2020-04-01,Sukhothai ,north,0.0031,369,369,307,62,2190000,540000,1650000
2020-04-01,Nan ,north,0.0,0,0,0,0,0,0,0
2020-04-01,Kalasin ,east_northeast,0.0012,38,38,38,0,40000,40000,0
2020-04-01,Khon Kaen ,east_northeast,0.0007000000000000001,245,245,245,0,370000,370000,0
2020-04-01,Chaiyaphum ,east_northeast,0.0005,67,67,67,0,30000,30000,0
2020-04-01,Nakhon Phanom ,east_northeast,0.0025,143,143,143,0,120000,120000,0
2020-04-01,Nakhon Ratchasima ,east_northeast,0.0004,280,280,280,0,250000,250000,0
2020-04-01,Buriram ,east_northeast,0.0008,117,117,117,0,60000,60000,0
2020-04-01,Maha Sarakham ,east_northeast,0.0,0,0,0,0,0,0,0
2020-04-01,Mukdahan ,east_northeast,0.0013,114,114,114,0,70000,70000,0
2020-04-01,Roi Et ,east_northeast,0.0004,26,26,0,26,280000,0,280000
2020-04-01,Loei ,east_northeast,0.0,0,0,0,0,0,0,0
2020-04-01,Sisaket ,south,0.0007000000000000001,40,40,40,0,30000,30000,0
2020-04-01,Surin ,east_northeast,0.0,0,0,0,0,0,0,0
2020-04-01,Nong Khai ,east_northeast,0.0002,36,36,36,0,30000,30000,0
2020-04-01,Bueng Kan ,east_northeast,0.0,0,0,0,0,0,0,0
2020-04-01,Udon Thani ,east_northeast,0.0,0,0,0,0,0,0,0
2020-04-01,Ubon Ratchathani ,east_northeast,0.0006,98,98,98,0,120000,120000,0
2020-04-01,Sakon Nakhon ,east_northeast,0.0006,70,70,70,0,50000,50000,0
2020-04-01,Yasothon ,east_northeast,0.0,0,0,0,0,0,0,0
2020-04-01,Amnat Charoen ,east_northeast,0.0008,11,11,11,0,10000,10000,0
2020-04-01,Nong Bua Lamphu ,east_northeast,0.0,0,0,0,0,0,0,0
2020-05-01,Bangkok,central,0.1127,424761,516530,378984,137546,8720920000,1653740000,7067180000
2020-05-01,Lopburi ,central,0.0063,538,538,538,0,800000,800000,0
2020-05-01,Phra Nakhon Si Ayutthaya ,central,0.0161,1269,1269,1269,0,2400000,2400000,0
2020-05-01,Saraburi ,central,0.0229,1053,1053,1053,0,1240000,1240000,0
2020-05-01,Chainat ,central,0.0176,531,531,531,0,660000,660000,0
2020-05-01,Nakhon Pathom ,central,0.031400000000000004,1870,1870,1870,0,2130000,2130000,0
2020-05-01,Sing Buri ,central,0.0417,914,914,914,0,860000,860000,0
2020-05-01,Ang Thong ,central,0.0218,520,520,520,0,540000,540000,0
2020-05-01,Nonthaburi ,central,0.0103,1277,1277,1277,0,1810000,1810000,0
2020-05-01,Pathum Thani ,central,0.0103,976,976,976,0,1160000,1160000,0
2020-05-01,Samut Prakan ,central,0.0,0,0,0,0,0,0,0
2020-05-01,Samut Sakhon ,central,0.0163,939,939,939,0,1390000,1390000,0
2020-05-01,Chachoengsao ,east,0.0068000000000000005,496,496,496,0,640000,640000,0
2020-05-01,Ratchaburi ,central,0.037000000000000005,4086,4086,4086,0,5540000,5540000,0
2020-05-01,Kanchanaburi ,central,0.0557,24727,24727,24727,0,50090000,50090000,0
2020-05-01,Samut Songkhram ,central,0.0273,2212,2212,2212,0,2680000,2680000,0
2020-05-01,Suphan Buri ,central,0.011899999999999999,1157,1157,1157,0,1990000,1990000,0
2020-05-01,Phetchaburi ,central,0.0036,1645,1670,1645,25,4380000,3670000,710000
2020-05-01,Prachuap Khiri Khan ,central,0.006999999999999999,3572,3785,3572,213,17860000,11830000,6030000
2020-05-01,Chonburi ,east,0.0077,14860,18220,8116,10104,601910000,37950000,563960000
2020-05-01,Chanthaburi ,east,0.0,0,0,0,0,0,0,0
2020-05-01,Trat ,east,0.0012,293,293,0,293,16230000,0,16230000
2020-05-01,Nakhon Nayok ,east,0.011000000000000001,2663,2663,2663,0,5310000,5310000,0
2020-05-01,Prachinburi ,east,0.0068000000000000005,1295,1295,1275,20,3640000,3100000,540000
2020-05-01,Rayong ,east,0.0087,4885,4885,4885,0,15300000,15300000,0
2020-05-01,Sa Kaeo ,east,0.0,0,0,0,0,0,0,0
2020-05-01,Phuket ,south,0.0028000000000000004,3621,3941,0,3941,255850000,0,255850000
2020-05-01,Phatthalung ,south,0.0009,119,119,119,0,210000,210000,0
2020-05-01,Trang ,south,0.0007000000000000001,93,94,0,94,3110000,0,3110000
2020-05-01,Ranong ,south,0.0021,231,231,0,231,9010000,0,9010000
2020-05-01,Chumphon ,south,0.0014000000000000002,249,249,249,0,770000,770000,0
2020-05-01,Pattani ,south,0.0069,316,316,316,0,950000,950000,0
2020-05-01,Yala ,south,0.0037,366,387,330,57,2470000,850000,1620000
2020-05-01,Nakhon Si Thammarat ,south,0.0003,101,101,101,0,210000,210000,0
2020-05-01,Narathiwat ,south,0.0013,115,115,115,0,430000,430000,0
2020-05-01,Krabi ,south,0.0004,195,198,0,198,12850000,0,12850000
2020-05-01,Songkhla ,south,0.0009,528,531,0,531,34470000,0,34470000
2020-05-01,Phang Nga ,south,0.009000000000000001,1133,1135,0,1135,73690000,0,73690000
2020-05-01,Surat Thani ,south,0.0178,8239,8239,0,8239,534870000,0,534870000
2020-05-01,Satun ,south,0.0007000000000000001,84,95,0,95,2390000,0,2390000
2020-05-01,Kamphaeng Phet ,north,0.0636,1924,1924,1924,0,3820000,3820000,0
2020-05-01,Chiang Rai ,north,0.0684,10929,10929,10562,367,63680000,53930000,9750000
2020-05-01,Chiang Mai ,north,0.0173,16125,12212,11629,583,98880000,83390000,15490000
2020-05-01,Phichit ,north,0.0489,1867,1867,1867,0,2090000,2090000,0
2020-05-01,Nakhon Sawan ,north,0.1043,6877,6877,6865,12,12540000,12440000,100000
2020-05-01,Tak ,north,0.056100000000000004,5214,5214,5214,0,13920000,13920000,0
2020-05-01,Phitsanulok ,north,0.1035,9502,9502,9410,92,17960000,15680000,2280000
2020-05-01,Phayao ,north,0.0973,2335,2335,2330,5,4000000,3960000,40000
2020-05-01,Phetchabun ,north,0.0858,5739,5739,5739,0,14110000,14110000,0
2020-05-01,Phrae ,north,0.11900000000000001,2968,2968,2968,0,4300000,4300000,0
2020-05-01,Lampang ,north,0.1103,3720,3720,3720,0,9350000,9350000,0
2020-05-01,Lamphun ,north,0.1495,2633,2633,2633,0,3000000,3000000,0
2020-05-01,Mae Hong Son ,north,0.0451,629,629,629,0,2180000,2180000,0
2020-05-01,Uttaradit ,north,0.0654,1988,1988,1979,9,3960000,3890000,70000
2020-05-01,Uthai Thani ,north,0.0583,1117,1117,1117,0,1490000,1490000,0
2020-05-01,Sukhothai ,north,0.0955,4240,4240,4202,38,7380000,6850000,530000
2020-05-01,Nan ,north,0.0155,1569,1569,1569,0,4120000,4120000,0
2020-05-01,Kalasin ,east_northeast,0.0344,1112,1112,1112,0,1720000,1720000,0
2020-05-01,Khon Kaen ,east_northeast,0.0398,9869,9869,9869,0,22850000,22850000,0
2020-05-01,Chaiyaphum ,east_northeast,0.019299999999999998,1948,1948,1948,0,2000000,2000000,0
2020-05-01,Nakhon Phanom ,east_northeast,0.0277,1704,1704,1704,0,2760000,2760000,0
2020-05-01,Nakhon Ratchasima ,east_northeast,0.0121,7709,7709,7709,0,14000000,14000000,0
2020-05-01,Buriram ,east_northeast,0.0084,1331,1331,1331,0,1600000,1600000,0
2020-05-01,Maha Sarakham ,east_northeast,0.0144,1022,1022,1022,0,1770000,1770000,0
2020-05-01,Mukdahan ,east_northeast,0.0126,1172,1172,1172,0,1360000,1360000,0
2020-05-01,Roi Et ,east_northeast,0.016399999999999998,1190,1192,1190,2,1610000,1590000,20000
2020-05-01,Loei ,east_northeast,0.0143,2514,2514,2514,0,3860000,3860000,0
2020-05-01,Sisaket ,south,0.0334,1720,1720,1720,0,1750000,1750000,0
2020-05-01,Surin ,east_northeast,0.0067,871,871,871,0,1400000,1400000,0
2020-05-01,Nong Khai ,east_northeast,0.0264,4234,4234,4234,0,7570000,7570000,0
2020-05-01,Bueng Kan ,east_northeast,0.0233,958,958,958,0,1160000,1160000,0
2020-05-01,Udon Thani ,east_northeast,0.0219,5120,5120,5120,0,10880000,10880000,0
2020-05-01,Ubon Ratchathani ,east_northeast,0.049699999999999994,6945,6945,6945,0,11900000,11900000,0
2020-05-01,Sakon Nakhon ,east_northeast,0.013000000000000001,1643,1643,1643,0,2470000,2470000,0
2020-05-01,Yasothon ,east_northeast,0.029500000000000002,739,739,739,0,1070000,1070000,0
2020-05-01,Amnat Charoen ,east_northeast,0.0493,657,657,657,0,670000,670000,0
2020-05-01,Nong Bua Lamphu ,east_northeast,0.0084,196,196,196,0,170000,170000,0
2020-06-01,Bangkok,central,0.1307,476161,878018,795125,82893,7207940000,5189090000,2018850000
2020-06-01,Lopburi ,central,0.14679999999999999,9170,19370,19370,0,29650000,29650000,0
2020-06-01,Phra Nakhon Si Ayutthaya ,central,0.1103,13005,49438,49268,170,88510000,88220000,290000
2020-06-01,Saraburi ,central,0.1841,14939,30295,30295,0,37050000,37050000,0
2020-06-01,Chainat ,central,0.1261,3565,10667,10667,0,13490000,13490000,0
2020-06-01,Nakhon Pathom ,central,0.16079999999999997,15048,31488,31488,0,38170000,38170000,0
2020-06-01,Sing Buri ,central,0.1067,2282,8146,8146,0,7830000,7830000,0
2020-06-01,Ang Thong ,central,0.0518,1176,3606,3606,0,3860000,3860000,0
2020-06-01,Nonthaburi ,central,0.1182,11994,77935,77935,0,97900000,97900000,0
2020-06-01,Pathum Thani ,central,0.06849999999999999,4852,20678,20678,0,23700000,23700000,0
2020-06-01,Samut Prakan ,central,0.0774,8758,51035,51035,0,64680000,64680000,0
2020-06-01,Samut Sakhon ,central,0.1092,8301,11795,11771,24,17760000,17720000,40000
2020-06-01,Chachoengsao ,east,0.0916,5049,54880,54880,0,74910000,74910000,0
2020-06-01,Ratchaburi ,central,0.17920000000000003,18612,90264,90264,0,124720000,124720000,0
2020-06-01,Kanchanaburi ,central,0.1985,79142,340607,340607,0,722310000,722310000,0
2020-06-01,Samut Songkhram ,central,0.1537,13522,43328,43328,0,55120000,55120000,0
2020-06-01,Suphan Buri ,central,0.1777,19461,55206,55206,0,96210000,96210000,0
2020-06-01,Phetchaburi ,central,0.20629999999999998,85094,205704,205704,0,486740000,486740000,0
2020-06-01,Prachuap Khiri Khan ,central,0.23600000000000002,123905,220118,219957,161,800360000,798310000,2050000
2020-06-01,Chonburi ,east,0.23670000000000002,295090,211505,194406,17099,1291300000,895640000,395660000
2020-06-01,Chanthaburi ,east,0.22699999999999998,38357,58033,58033,0,185420000,185420000,0
2020-06-01,Trat ,east,0.22769999999999999,37762,41158,40843,315,268570000,263400000,5170000
2020-06-01,Nakhon Nayok ,east,0.1537,21178,98644,98644,0,195040000,195040000,0
2020-06-01,Prachinburi ,east,0.0924,10199,29231,29215,16,71780000,71690000,90000
2020-06-01,Rayong ,east,0.207,69574,101527,101527,0,328700000,328700000,0
2020-06-01,Sa Kaeo ,east,0.0897,11454,30635,30635,0,81200000,81200000,0
2020-06-01,Phuket ,south,0.0559,72953,79787,79309,478,836910000,829550000,7360000
2020-06-01,Phatthalung ,south,0.0873,9968,18917,18917,0,33230000,33230000,0
2020-06-01,Trang ,south,0.0351,4399,6886,6886,0,30110000,30110000,0
2020-06-01,Ranong ,south,0.0635,6606,7834,7834,0,41520000,41520000,0
2020-06-01,Chumphon ,south,0.0928,17285,19097,19097,0,89810000,89810000,0
2020-06-01,Pattani ,south,0.1157,5269,5635,5635,0,17020000,17020000,0
2020-06-01,Yala ,south,0.040999999999999995,2873,2999,2999,0,7760000,7760000,0
2020-06-01,Nakhon Si Thammarat ,south,0.1557,59278,96626,96626,0,278370000,278370000,0
2020-06-01,Narathiwat ,south,0.0512,4384,4649,4649,0,17910000,17910000,0
2020-06-01,Krabi ,south,0.0384,20782,27614,27614,0,342820000,342820000,0
2020-06-01,Songkhla ,south,0.1257,69774,84154,84154,0,572000000,572000000,0
2020-06-01,Phang Nga ,south,0.13140000000000002,14736,16639,15591,1048,102580000,65260000,37320000
2020-06-01,Surat Thani ,south,0.018000000000000002,18742,28101,24814,3287,209060000,163500000,45560000
2020-06-01,Satun ,south,0.0821,8553,11785,11785,0,44750000,44750000,0
2020-06-01,Kamphaeng Phet ,north,0.12539999999999998,6170,13289,13165,124,27010000,26860000,150000
2020-06-01,Chiang Rai ,north,0.1978,48372,69652,68637,1015,367560000,363020000,4540000
2020-06-01,Chiang Mai ,north,0.1512,110139,153646,151620,2026,1136410000,1126370000,10040000
2020-06-01,Phichit ,north,0.1784,5413,15184,15184,0,17240000,17240000,0
2020-06-01,Nakhon Sawan ,north,0.20559999999999998,18657,54855,54331,524,100790000,99990000,800000
2020-06-01,Tak ,north,0.14800000000000002,24479,37914,37754,160,101420000,101200000,220000
2020-06-01,Phitsanulok ,north,0.25170000000000003,34987,75841,75578,263,130300000,129670000,630000
2020-06-01,Phayao ,north,0.1478,4564,10785,10481,304,18610000,18170000,440000
2020-06-01,Phetchabun ,north,0.2934,32079,43367,42819,548,107840000,106800000,1040000
2020-06-01,Phrae ,north,0.1548,4764,15552,15552,0,23500000,23500000,0
2020-06-01,Lampang ,north,0.2014,7238,16496,15704,792,42350000,40110000,2240000
2020-06-01,Lamphun ,north,0.1539,3180,19763,18866,897,22920000,21850000,1070000
2020-06-01,Mae Hong Son ,north,0.0658,9123,10849,10214,635,39330000,36610000,2720000
2020-06-01,Uttaradit ,north,0.1957,10164,14356,14356,0,28980000,28980000,0
2020-06-01,Uthai Thani ,north,0.17629999999999998,5119,14232,14232,0,19630000,19630000,0
2020-06-01,Sukhothai ,north,0.18059999999999998,14942,37824,36779,1045,63020000,61310000,1710000
2020-06-01,Nan ,north,0.2762,10617,18489,18423,66,49750000,49640000,110000
2020-06-01,Kalasin ,east_northeast,0.1161,3736,9547,9547,0,15350000,15350000,0
2020-06-01,Khon Kaen ,east_northeast,0.12279999999999999,41215,93020,93020,0,220820000,220820000,0
2020-06-01,Chaiyaphum ,east_northeast,0.09939999999999999,11349,23988,23988,0,25390000,25390000,0
2020-06-01,Nakhon Phanom ,east_northeast,0.084,4922,13180,13180,0,21910000,21910000,0
2020-06-01,Nakhon Ratchasima ,east_northeast,0.1565,120991,222562,222562,0,417380000,417380000,0
2020-06-01,Buriram ,east_northeast,0.0527,8140,17167,17167,0,20510000,20510000,0
2020-06-01,Maha Sarakham ,east_northeast,0.0894,6077,10524,10524,0,19020000,19020000,0
2020-06-01,Mukdahan ,east_northeast,0.053899999999999997,4611,14353,14353,0,17340000,17340000,0
2020-06-01,Roi Et ,east_northeast,0.0806,5764,14020,14020,0,18710000,18710000,0
2020-06-01,Loei ,east_northeast,0.0242,4036,7337,7337,0,11370000,11370000,0
2020-06-01,Sisaket ,south,0.2184,10607,56462,56462,0,58990000,58990000,0
2020-06-01,Surin ,east_northeast,0.1469,19845,28805,28805,0,50240000,50240000,0
2020-06-01,Nong Khai ,east_northeast,0.1054,16009,38143,38143,0,68670000,68670000,0
2020-06-01,Bueng Kan ,east_northeast,0.0781,2978,6849,6849,0,8440000,8440000,0
2020-06-01,Udon Thani ,east_northeast,0.1042,23073,44152,44152,0,96650000,96650000,0
2020-06-01,Ubon Ratchathani ,east_northeast,0.1868,29823,76269,76269,0,133740000,133740000,0
2020-06-01,Sakon Nakhon ,east_northeast,0.0897,10308,38428,38428,0,36140000,36140000,0
2020-06-01,Yasothon ,east_northeast,0.1016,2661,9757,9757,0,14860000,14860000,0
2020-06-01,Amnat Charoen ,east_northeast,0.1027,1129,4098,4098,0,4620000,4620000,0
2020-06-01,Nong Bua Lamphu ,east_northeast,0.0239,570,1287,1287,0,1230000,1230000,0
2020-07-01,Bangkok,central,0.1793,643740,1028230,974554,53676,9749700000,8348660000,1401040000
2020-07-01,Lopburi ,central,0.257,16692,102112,102112,0,120970000,120970000,0
2020-07-01,Phra Nakhon Si Ayutthaya ,central,0.38789999999999997,52072,342259,342138,121,487300000,487120000,180000
2020-07-01,Saraburi ,central,0.3543,36631,113819,113819,0,121740000,121740000,0
2020-07-01,Chainat ,central,0.32159999999999994,9911,25771,25771,0,34430000,34430000,0
2020-07-01,Nakhon Pathom ,central,0.3425,54016,151963,151963,0,187780000,187780000,0
2020-07-01,Sing Buri ,central,0.2274,5357,22053,22053,0,30600000,30600000,0
2020-07-01,Ang Thong ,central,0.1386,3358,22839,22839,0,21490000,21490000,0
2020-07-01,Nonthaburi ,central,0.1957,21787,95810,95652,158,113270000,113090000,180000
2020-07-01,Pathum Thani ,central,0.114,7901,33585,33585,0,36050000,36050000,0
2020-07-01,Samut Prakan ,central,0.1027,10395,62080,62080,0,82660000,82660000,0
2020-07-01,Samut Sakhon ,central,0.1985,16488,38235,38235,0,41370000,41370000,0
2020-07-01,Chachoengsao ,east,0.1821,10458,234565,234565,0,320160000,320160000,0
2020-07-01,Ratchaburi ,central,0.4794,64624,181836,181836,0,299000000,299000000,0
2020-07-01,Kanchanaburi ,central,0.5335,189925,673801,673801,0,1497220000,1497220000,0
2020-07-01,Samut Songkhram ,central,0.461,42803,105053,105053,0,138010000,138010000,0
2020-07-01,Suphan Buri ,central,0.45159999999999995,36348,142273,142273,0,199880000,199880000,0
2020-07-01,Phetchaburi ,central,0.5654,266442,607071,607071,0,1644770000,1644770000,0
2020-07-01,Prachuap Khiri Khan ,central,0.40990000000000004,224481,393239,393124,115,1396620000,1394830000,1790000
2020-07-01,Chonburi ,east,0.2314,371657,460470,447880,12590,2120040000,1956040000,164000000
2020-07-01,Chanthaburi ,east,0.4426,99791,118938,118938,0,369490000,369490000,0
2020-07-01,Trat ,east,0.3953,98169,105270,104929,341,649970000,644440000,5530000
2020-07-01,Nakhon Nayok ,east,0.5004,127667,212347,212347,0,337420000,337420000,0
2020-07-01,Prachinburi ,east,0.4252,56154,86332,86312,20,239180000,239070000,110000
2020-07-01,Rayong ,east,0.2051,91020,151151,151151,0,562690000,562690000,0
2020-07-01,Sa Kaeo ,east,0.42969999999999997,53142,116086,116086,0,345110000,345110000,0
2020-07-01,Phuket ,south,0.0513,57992,76186,75845,341,790120000,784030000,6090000
2020-07-01,Phatthalung ,south,0.36479999999999996,39826,66918,66918,0,168640000,168640000,0
2020-07-01,Trang ,south,0.2535,34768,40841,40841,0,225690000,225690000,0
2020-07-01,Ranong ,south,0.1863,21337,25423,25423,0,117440000,117440000,0
2020-07-01,Chumphon ,south,0.3032,60372,78926,78926,0,321990000,321990000,0
2020-07-01,Pattani ,south,0.1257,5164,5723,5723,0,22520000,22520000,0
2020-07-01,Yala ,south,0.1043,11132,11438,11438,0,39640000,39640000,0
2020-07-01,Nakhon Si Thammarat ,south,0.4765,153194,225755,225755,0,599300000,599300000,0
2020-07-01,Narathiwat ,south,0.0932,8946,9596,9596,0,37330000,37330000,0
2020-07-01,Krabi ,south,0.0637,33488,45045,44913,132,610810000,608930000,1880000
2020-07-01,Songkhla ,south,0.3046,183480,344347,344180,167,2228440000,2226720000,1720000
2020-07-01,Phang Nga ,south,0.0849,13829,34564,33731,833,126280000,114910000,11370000
2020-07-01,Surat Thani ,south,0.1142,90399,112039,104122,7917,752020000,607430000,144590000
2020-07-01,Satun ,south,0.2815,31014,51034,50929,105,159860000,159540000,320000
2020-07-01,Kamphaeng Phet ,north,0.3483,18865,33627,33510,117,54540000,54420000,120000
2020-07-01,Chiang Rai ,north,0.40509999999999996,134159,147357,146320,1037,870570000,865520000,5050000
2020-07-01,Chiang Mai ,north,0.4436,357496,403825,401316,2509,2974900000,2958860000,16040000
2020-07-01,Phichit ,north,0.3506,17954,45379,45379,0,53080000,53080000,0
2020-07-01,Nakhon Sawan ,north,0.3728,42279,71230,70848,382,124620000,124020000,600000
2020-07-01,Tak ,north,0.4263,68984,92466,92322,144,264470000,264240000,230000
2020-07-01,Phitsanulok ,north,0.428,78966,147484,147263,221,292270000,291780000,490000
2020-07-01,Phayao ,north,0.3486,12058,33789,33504,285,68780000,68410000,370000
2020-07-01,Phetchabun ,north,0.45280000000000004,86319,106008,105382,626,251700000,249810000,1890000
2020-07-01,Phrae ,north,0.4263,15832,40449,40449,0,65900000,65900000,0
2020-07-01,Lampang ,north,0.40380000000000005,23547,60658,59721,937,163210000,160060000,3150000
2020-07-01,Lamphun ,north,0.38539999999999996,10685,60836,60169,667,58670000,58000000,670000
2020-07-01,Mae Hong Son ,north,0.18230000000000002,23166,23893,23295,598,80360000,77340000,3020000
2020-07-01,Uttaradit ,north,0.321,25148,53805,53805,0,98910000,98910000,0
2020-07-01,Uthai Thani ,north,0.40850000000000003,17973,37828,37828,0,58240000,58240000,0
2020-07-01,Sukhothai ,north,0.40619999999999995,42207,56388,55281,1107,99200000,96530000,2670000
2020-07-01,Nan ,north,0.5078,28852,41341,41288,53,86870000,86740000,130000
2020-07-01,Kalasin ,east_northeast,0.2289,8702,39629,39629,0,47790000,47790000,0
2020-07-01,Khon Kaen ,east_northeast,0.35960000000000003,123572,214340,214340,0,670260000,670260000,0
2020-07-01,Chaiyaphum ,east_northeast,0.26170000000000004,37967,95381,95381,0,77990000,77990000,0
2020-07-01,Nakhon Phanom ,east_northeast,0.355,22314,52162,52162,0,83110000,83110000,0
2020-07-01,Nakhon Ratchasima ,east_northeast,0.42219999999999996,299236,533779,533779,0,1259370000,1259370000,0
2020-07-01,Buriram ,east_northeast,0.2844,44028,70976,70976,0,110660000,110660000,0
2020-07-01,Maha Sarakham ,east_northeast,0.32409999999999994,25394,42096,42096,0,42910000,42910000,0
